setup,metric,n_runs,median_lead_frac_delay,frac_runs_leading
C,add_acc_interaction_te,7,-4.634146341463414,0.0
C,add_acc_interaction_tr,6,-3.0956991249301806,0.0
C,add_acc_no_a_te,6,-3.0956991249301806,0.0
C,add_acc_no_a_tr,5,-1.5572519083969465,0.0
C,add_acc_no_b_te,6,-3.0956991249301806,0.0
C,add_acc_no_b_tr,5,-1.5572519083969465,0.0
C,add_share_a,46,-8.465079365079365,0.0
C,add_share_b,46,-7.317377398720682,0.0
C,add_share_interaction,46,-7.33944099378882,0.0
C,attn_entropy_mean,46,-8.82274011299435,0.0
C,attn_to_a_head_spread,46,-8.82274011299435,0.0
C,attn_to_a_mean,46,-9.330026024723487,0.0
C,coset_a_n_acc_te,6,-3.0956991249301806,0.0
C,coset_a_n_purity_te,6,-3.0956991249301806,0.0
C,coset_s_nm1_acc_te,6,-3.0956991249301806,0.0
C,coset_s_nm1_purity_te,6,-3.0956991249301806,0.0
C,fn_acc_te,6,-3.0956991249301806,0.0
C,fn_acc_tr,3,-4.634146341463414,0.0
C,fn_class_acc_gini,6,-3.0956991249301806,0.0
C,fn_entropy_te,46,-7.505400696864111,0.0
C,fn_entropy_tr,46,-10.339539263981454,0.0
C,fn_gap_acc,6,-3.0956991249301806,0.0
C,fn_gap_loss,45,-7.853658536585366,0.0
C,fn_loss_te,45,-8.483870967741936,0.0
C,fn_loss_tr,44,-7.505400696864111,0.0
C,fn_margin_te,46,-7.33944099378882,0.0
C,fn_margin_tr,46,-7.33944099378882,0.0
C,irr_E_11111,46,-8.395474137931036,0.0
C,irr_E_2111,46,-7.687698833510074,0.0
C,irr_E_221,46,-9.77312030075188,0.0
C,irr_E_311,46,-8.00863447393668,0.0
C,irr_E_32,46,-9.501190476190477,0.0
C,irr_E_41,46,-9.32625786163522,0.0
C,irr_E_5,46,-11.74808429118774,0.0
C,irr_E_dominant_over_random,46,-7.684598378776713,0.0
C,irr_E_dominant_share,46,-7.684598378776713,0.0
C,irr_E_structure,46,-6.276388888888889,0.0
C,irr_out_dominant_over_random,46,-7.687698833510074,0.0
C,irr_out_dominant_share,46,-7.687698833510074,0.0
C,irr_out_structure,46,-5.6970238095238095,0.0
C,rep_between_within_te,46,-7.183091787439613,0.0
C,rep_between_within_tr,46,-7.183091787439613,0.0
C,rep_dead_frac_te,1,-26.25925925925926,0.0
C,rep_eff_rank_te,46,-7.5408662900188315,0.0
C,rep_nc1_tr,46,-7.074882075471698,0.0
C,rep_pr_te,46,-7.758890336994973,0.0
C,rep_unit_gini_te,46,-7.8505580818520055,0.0
C,rep_unit_pr_te,46,-8.335685483870968,0.0
C,sharp_grad_norm,46,-12.630345158197507,0.0
C,sharp_lambda_max,46,-14.314492753623188,0.0
C,sharp_lr_lambda,46,-14.314492753623188,0.0
C,unit_frac_interacting,3,-18.016949152542374,0.0
C,unit_interaction_share,46,-9.103213977566869,0.0
C,w_WE_cos_init,46,-15.217741935483872,0.0
C,w_WE_dist_init,46,-12.248977206312098,0.0
C,w_WE_eff_rank,46,-10.238446814328684,0.0
C,w_WE_entry_gini,46,-7.854619565217391,0.0
C,w_WE_fro,46,-6.939028944911298,0.0
C,w_WE_rel_dist_init,46,-12.248977206312098,0.0
C,w_WE_row_gini,46,-11.577060931899641,0.0
C,w_WE_row_pr,46,-9.386217948717949,0.0
C,w_WE_spec,46,-7.879513633014001,0.0
C,w_WE_stable_rank,46,-8.045473336089293,0.0
C,w_WE_sv_gini,46,-10.854589371980676,0.0
C,w_WK_cos_init,46,-5.835298742138365,0.0
C,w_WK_dist_init,46,-10.661501210653753,0.0
