setup,axis,family,cell,moment,metric,n,median,q25,q75
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,first,tw_fed_acc_te,5,0.7085163593292236,0.6943460702896118,1.1336262226104736
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,first,tw_cka_te,5,0.22008932681385193,0.21984289912030597,0.22641372200947962
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,first,tw_pred_agree_grid,5,0.48719313740730286,0.4841109812259674,0.48942503333091736
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,first,tw_clock_key_jaccard,5,0.8947368421052632,0.8536585365853658,0.9166666666666666
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,first,tw_clock_energy_cos,5,0.9616451228937091,0.953769631125327,0.9722772812473147
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,memo,tw_step_gap,2,0.0,0.0,0.0
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,memo,tw_rel_dist,2,0.9252012968063354,0.9144248366355896,0.9359777569770813
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,memo,tw_cos,2,0.6328217685222626,0.6231908649206161,0.642452672123909
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,memo,tw_first_rel_dist,2,0.9817893505096436,0.9712623357772827,0.9923163652420044
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,memo,tw_pred_agree_te,2,0.08707666397094727,0.08066459000110626,0.09348873794078827
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,memo,tw_twin_acc_te,2,42.08587455749512,40.0595178604126,44.11223125457764
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,memo,tw_fed_acc_te,2,1.757120668888092,1.5799915492534637,1.9342497885227203
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,memo,tw_cka_te,2,0.1849844416498425,0.1816521706997404,0.1883167125999446
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,memo,tw_pred_agree_grid,2,0.31257307529449463,0.3074715733528137,0.31767457723617554
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,memo,tw_clock_key_jaccard,2,0.7157894736842105,0.6736842105263158,0.7578947368421053
A,K,0.25|wd0.0,boundary K97 E5 f1 operand fedavg,memo,tw_clock_energy_cos,2,0.7813092104256183,0.7558108722530339,0.8068075485982026
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,cross,tw_step_gap,2,0.0,0.0,0.0
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,cross,tw_rel_dist,2,1.0782358646392822,1.0604453086853027,1.0960264205932617
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,cross,tw_cos,2,0.4143833518028259,0.391633540391922,0.43713316321372986
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,cross,tw_first_rel_dist,2,1.1028019189834595,1.089980661869049,1.1156231760978699
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,cross,tw_pred_agree_te,2,0.9525294303894043,0.9518209099769592,0.9532379508018494
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,cross,tw_twin_acc_te,2,100.0,100.0,100.0
A,dirichlet,0.25|wd0.0,dirichlet_band K20 E5 f1 dirichlet0.01 fedavg,cross,tw_fed_acc_te,2,95.2529411315918,95.18208885192871,95.32379341125488
